FII_1	0	0	.	.	FII_1
FII_10	0	0	.	.	FII_10
FII_100	0	0	.	.	FII_100
FII_101	0	0	.	.	FII_101
FII_102	0	0	.	.	FII_102
FII_103	0	0	.	.	FII_103
FII_104	0	0	.	.	FII_104
FII_105	0	0	.	.	FII_105
FII_11	0	0	.	.	FII_11
FII_12	0	0	.	.	FII_12
FII_13	0	0	.	.	FII_13
FII_14	0	0	.	.	FII_14
FII_15	0	0	.	.	FII_15
FII_16	0	0	.	.	FII_16
FII_17	0	0	.	.	FII_17
FII_18	0	0	.	.	FII_18
FII_19	0	0	.	.	FII_19
FII_2	0	0	.	.	FII_2
FII_20	0	0	.	.	FII_20
FII_21	0	0	.	.	FII_21
FII_22	0	0	.	.	FII_22
FII_23	0	0	.	.	FII_23
FII_24	0	0	.	.	FII_24
FII_25	0	0	.	.	FII_25
FII_26	0	0	.	.	FII_26
FII_27	0	0	.	.	FII_27
FII_28	0	0	.	.	FII_28
FII_29	0	0	.	.	FII_29
FII_3	0	0	.	.	FII_3
FII_30	0	0	.	.	FII_30
FII_31	0	0	.	.	FII_31
FII_32	0	0	.	.	FII_32
FII_33	0	0	.	.	FII_33
FII_34	0	0	.	.	FII_34
FII_35	0	0	.	.	FII_35
FII_36	0	0	.	.	FII_36
FII_37	0	0	.	.	FII_37
FII_38	0	0	.	.	FII_38
FII_39	0	0	.	.	FII_39
FII_4	0	0	.	.	FII_4
FII_40	0	0	.	.	FII_40
FII_41	0	0	.	.	FII_41
FII_42	0	0	.	.	FII_42
FII_43	0	0	.	.	FII_43
FII_44	0	0	.	.	FII_44
FII_45	0	0	.	.	FII_45
FII_46	0	0	.	.	FII_46
FII_47	0	0	.	.	FII_47
FII_48	0	0	.	.	FII_48
FII_49	0	0	.	.	FII_49
FII_5	0	0	.	.	FII_5
FII_50	0	0	.	.	FII_50
FII_51	0	0	.	.	FII_51
FII_52	0	0	.	.	FII_52
FII_53	0	0	.	.	FII_53
FII_54	0	0	.	.	FII_54
FII_55	0	0	.	.	FII_55
FII_56	0	0	.	.	FII_56
FII_57	0	0	.	.	FII_57
FII_58	0	0	.	.	FII_58
FII_59	0	0	.	.	FII_59
FII_6	0	0	.	.	FII_6
FII_60	0	0	.	.	FII_60
FII_61	0	0	.	.	FII_61
FII_62	0	0	.	.	FII_62
FII_63	0	0	.	.	FII_63
FII_64	0	0	.	.	FII_64
FII_65	0	0	.	.	FII_65
FII_66	0	0	.	.	FII_66
FII_67	0	0	.	.	FII_67
FII_68	0	0	.	.	FII_68
FII_69	0	0	.	.	FII_69
FII_7	0	0	.	.	FII_7
FII_70	0	0	.	.	FII_70
FII_71	0	0	.	.	FII_71
FII_72	0	0	.	.	FII_72
FII_73	0	0	.	.	FII_73
FII_74	0	0	.	.	FII_74
FII_75	0	0	.	.	FII_75
FII_76	0	0	.	.	FII_76
FII_77	0	0	.	.	FII_77
FII_78	0	0	.	.	FII_78
FII_79	0	0	.	.	FII_79
FII_8	0	0	.	.	FII_8
FII_80	0	0	.	.	FII_80
FII_81	0	0	.	.	FII_81
FII_82	0	0	.	.	FII_82
FII_83	0	0	.	.	FII_83
FII_84	0	0	.	.	FII_84
FII_85	0	0	.	.	FII_85
FII_86	0	0	.	.	FII_86
FII_87	0	0	.	.	FII_87
FII_88	0	0	.	.	FII_88
FII_89	0	0	.	.	FII_89
FII_9	0	0	.	.	FII_9
FII_90	0	0	.	.	FII_90
FII_91	0	0	.	.	FII_91
FII_92	0	0	.	.	FII_92
FII_93	0	0	.	.	FII_93
FII_94	0	0	.	.	FII_94
FII_95	0	0	.	.	FII_95
FII_96	0	0	.	.	FII_96
FII_97	0	0	.	.	FII_97
FII_98	0	0	.	.	FII_98
FII_99	0	0	.	.	FII_99
