arcA.1	0	0	.	.	.
arcA.10	0	0	.	.	.
arcA.11	0	0	.	.	.
arcA.12	0	0	.	.	.
arcA.13	0	0	.	.	.
arcA.14	0	0	.	.	.
arcA.15	0	0	.	.	.
arcA.16	0	0	.	.	.
arcA.17	0	0	.	.	.
arcA.18	0	0	.	.	.
arcA.19	0	0	.	.	.
arcA.2	0	0	.	.	.
arcA.20	0	0	.	.	.
arcA.21	0	0	.	.	.
arcA.22	0	0	.	.	.
arcA.23	0	0	.	.	.
arcA.24	0	0	.	.	.
arcA.25	0	0	.	.	.
arcA.26	0	0	.	.	.
arcA.27	0	0	.	.	.
arcA.28	0	0	.	.	.
arcA.29	0	0	.	.	.
arcA.3	0	0	.	.	.
arcA.30	0	0	.	.	.
arcA.31	0	0	.	.	.
arcA.32	0	0	.	.	.
arcA.33	0	0	.	.	.
arcA.34	0	0	.	.	.
arcA.35	0	0	.	.	.
arcA.36	0	0	.	.	.
arcA.37	0	0	.	.	.
arcA.38	0	0	.	.	.
arcA.39	0	0	.	.	.
arcA.4	0	0	.	.	.
arcA.40	0	0	.	.	.
arcA.41	0	0	.	.	.
arcA.42	0	0	.	.	.
arcA.43	0	0	.	.	.
arcA.44	0	0	.	.	.
arcA.45	0	0	.	.	.
arcA.46	0	0	.	.	.
arcA.47	0	0	.	.	.
arcA.48	0	0	.	.	.
arcA.49	0	0	.	.	.
arcA.5	0	0	.	.	.
arcA.50	0	0	.	.	.
arcA.51	0	0	.	.	.
arcA.6	0	0	.	.	.
arcA.7	0	0	.	.	.
arcA.8	0	0	.	.	.
arcA.9	0	0	.	.	.
aspC.1	0	0	.	.	.
aspC.10	0	0	.	.	.
aspC.11	0	0	.	.	.
aspC.12	0	0	.	.	.
aspC.13	0	0	.	.	.
aspC.14	0	0	.	.	.
aspC.15	0	0	.	.	.
aspC.16	0	0	.	.	.
aspC.17	0	0	.	.	.
aspC.18	0	0	.	.	.
aspC.19	0	0	.	.	.
aspC.2	0	0	.	.	.
aspC.20	0	0	.	.	.
aspC.21	0	0	.	.	.
aspC.22	0	0	.	.	.
aspC.23	0	0	.	.	.
aspC.24	0	0	.	.	.
aspC.25	0	0	.	.	.
aspC.26	0	0	.	.	.
aspC.27	0	0	.	.	.
aspC.28	0	0	.	.	.
aspC.29	0	0	.	.	.
aspC.3	0	0	.	.	.
aspC.30	0	0	.	.	.
aspC.31	0	0	.	.	.
aspC.32	0	0	.	.	.
aspC.33	0	0	.	.	.
aspC.34	0	0	.	.	.
aspC.35	0	0	.	.	.
aspC.36	0	0	.	.	.
aspC.37	0	0	.	.	.
aspC.38	0	0	.	.	.
aspC.39	0	0	.	.	.
aspC.4	0	0	.	.	.
aspC.40	0	0	.	.	.
aspC.41	0	0	.	.	.
aspC.42	0	0	.	.	.
aspC.43	0	0	.	.	.
aspC.44	0	0	.	.	.
aspC.45	0	0	.	.	.
aspC.46	0	0	.	.	.
aspC.47	0	0	.	.	.
aspC.48	0	0	.	.	.
aspC.49	0	0	.	.	.
aspC.5	0	0	.	.	.
aspC.50	0	0	.	.	.
aspC.51	0	0	.	.	.
aspC.52	0	0	.	.	.
aspC.53	0	0	.	.	.
aspC.54	0	0	.	.	.
aspC.55	0	0	.	.	.
aspC.56	0	0	.	.	.
aspC.57	0	0	.	.	.
aspC.58	0	0	.	.	.
aspC.59	0	0	.	.	.
aspC.6	0	0	.	.	.
aspC.60	0	0	.	.	.
aspC.61	0	0	.	.	.
aspC.62	0	0	.	.	.
aspC.63	0	0	.	.	.
aspC.64	0	0	.	.	.
aspC.65	0	0	.	.	.
