dinB.1	0	0	.	.	.
dinB.10	0	0	.	.	.
dinB.100	0	0	.	.	.
dinB.101	0	0	.	.	.
dinB.102	0	0	.	.	.
dinB.103	0	0	.	.	.
dinB.104	0	0	.	.	.
dinB.105	0	0	.	.	.
dinB.106	0	0	.	.	.
dinB.107	0	0	.	.	.
dinB.108	0	0	.	.	.
dinB.109	0	0	.	.	.
dinB.11	0	0	.	.	.
dinB.110	0	0	.	.	.
dinB.111	0	0	.	.	.
dinB.112	0	0	.	.	.
dinB.113	0	0	.	.	.
dinB.114	0	0	.	.	.
dinB.115	0	0	.	.	.
dinB.116	0	0	.	.	.
dinB.117	0	0	.	.	.
dinB.118	0	0	.	.	.
dinB.119	0	0	.	.	.
dinB.12	0	0	.	.	.
dinB.120	0	0	.	.	.
dinB.121	0	0	.	.	.
dinB.122	0	0	.	.	.
dinB.123	0	0	.	.	.
dinB.124	0	0	.	.	.
dinB.125	0	0	.	.	.
dinB.126	0	0	.	.	.
dinB.127	0	0	.	.	.
dinB.128	0	0	.	.	.
dinB.129	0	0	.	.	.
dinB.13	0	0	.	.	.
dinB.130	0	0	.	.	.
dinB.131	0	0	.	.	.
dinB.132	0	0	.	.	.
dinB.133	0	0	.	.	.
dinB.134	0	0	.	.	.
dinB.135	0	0	.	.	.
dinB.136	0	0	.	.	.
dinB.137	0	0	.	.	.
dinB.138	0	0	.	.	.
dinB.139	0	0	.	.	.
dinB.14	0	0	.	.	.
dinB.15	0	0	.	.	.
dinB.16	0	0	.	.	.
dinB.17	0	0	.	.	.
dinB.18	0	0	.	.	.
dinB.19	0	0	.	.	.
dinB.2	0	0	.	.	.
dinB.20	0	0	.	.	.
dinB.21	0	0	.	.	.
dinB.22	0	0	.	.	.
dinB.23	0	0	.	.	.
dinB.24	0	0	.	.	.
dinB.25	0	0	.	.	.
dinB.26	0	0	.	.	.
dinB.27	0	0	.	.	.
dinB.28	0	0	.	.	.
dinB.29	0	0	.	.	.
dinB.3	0	0	.	.	.
dinB.30	0	0	.	.	.
dinB.31	0	0	.	.	.
dinB.32	0	0	.	.	.
dinB.33	0	0	.	.	.
dinB.34	0	0	.	.	.
dinB.35	0	0	.	.	.
dinB.36	0	0	.	.	.
dinB.37	0	0	.	.	.
dinB.38	0	0	.	.	.
dinB.39	0	0	.	.	.
dinB.4	0	0	.	.	.
dinB.40	0	0	.	.	.
dinB.41	0	0	.	.	.
dinB.42	0	0	.	.	.
dinB.43	0	0	.	.	.
dinB.44	0	0	.	.	.
dinB.45	0	0	.	.	.
dinB.46	0	0	.	.	.
dinB.47	0	0	.	.	.
dinB.48	0	0	.	.	.
dinB.49	0	0	.	.	.
dinB.5	0	0	.	.	.
dinB.50	0	0	.	.	.
dinB.51	0	0	.	.	.
dinB.52	0	0	.	.	.
dinB.53	0	0	.	.	.
dinB.54	0	0	.	.	.
dinB.55	0	0	.	.	.
dinB.56	0	0	.	.	.
dinB.57	0	0	.	.	.
dinB.58	0	0	.	.	.
dinB.59	0	0	.	.	.
dinB.6	0	0	.	.	.
dinB.60	0	0	.	.	.
dinB.61	0	0	.	.	.
dinB.62	0	0	.	.	.
dinB.63	0	0	.	.	.
dinB.64	0	0	.	.	.
dinB.65	0	0	.	.	.
dinB.66	0	0	.	.	.
dinB.67	0	0	.	.	.
dinB.68	0	0	.	.	.
dinB.69	0	0	.	.	.
dinB.7	0	0	.	.	.
dinB.70	0	0	.	.	.
dinB.71	0	0	.	.	.
dinB.72	0	0	.	.	.
dinB.73	0	0	.	.	.
dinB.74	0	0	.	.	.
dinB.75	0	0	.	.	.
dinB.76	0	0	.	.	.
dinB.77	0	0	.	.	.
dinB.78	0	0	.	.	.
dinB.79	0	0	.	.	.
dinB.8	0	0	.	.	.
dinB.80	0	0	.	.	.
dinB.81	0	0	.	.	.
dinB.82	0	0	.	.	.
dinB.83	0	0	.	.	.
dinB.84	0	0	.	.	.
dinB.85	0	0	.	.	.
dinB.86	0	0	.	.	.
dinB.87	0	0	.	.	.
dinB.88	0	0	.	.	.
dinB.89	0	0	.	.	.
dinB.9	0	0	.	.	.
dinB.90	0	0	.	.	.
dinB.91	0	0	.	.	.
dinB.92	0	0	.	.	.
dinB.93	0	0	.	.	.
dinB.94	0	0	.	.	.
dinB.95	0	0	.	.	.
dinB.96	0	0	.	.	.
dinB.97	0	0	.	.	.
dinB.98	0	0	.	.	.
dinB.99	0	0	.	.	.
icdA.1	0	0	.	.	.
icdA.10	0	0	.	.	.
icdA.100	0	0	.	.	.
icdA.101	0	0	.	.	.
icdA.102	0	0	.	.	.
icdA.103	0	0	.	.	.
icdA.104	0	0	.	.	.
icdA.105	0	0	.	.	.
icdA.106	0	0	.	.	.
icdA.107	0	0	.	.	.
icdA.108	0	0	.	.	.
icdA.109	0	0	.	.	.
icdA.11	0	0	.	.	.
icdA.110	0	0	.	.	.
icdA.111	0	0	.	.	.
icdA.112	0	0	.	.	.
icdA.113	0	0	.	.	.
icdA.114	0	0	.	.	.
icdA.115	0	0	.	.	.
icdA.116	0	0	.	.	.
icdA.117	0	0	.	.	.
icdA.118	0	0	.	.	.
icdA.119	0	0	.	.	.
icdA.12	0	0	.	.	.
icdA.120	0	0	.	.	.
icdA.121	0	0	.	.	.
icdA.122	0	0	.	.	.
icdA.123	0	0	.	.	.
icdA.124	0	0	.	.	.
icdA.125	0	0	.	.	.
icdA.126	0	0	.	.	.
icdA.127	0	0	.	.	.
icdA.128	0	0	.	.	.
icdA.129	0	0	.	.	.
icdA.13	0	0	.	.	.
icdA.130	0	0	.	.	.
icdA.131	0	0	.	.	.
icdA.132	0	0	.	.	.
icdA.133	0	0	.	.	.
icdA.134	0	0	.	.	.
icdA.135	0	0	.	.	.
icdA.136	0	0	.	.	.
icdA.137	0	0	.	.	.
icdA.138	0	0	.	.	.
icdA.139	0	0	.	.	.
icdA.14	0	0	.	.	.
icdA.140	0	0	.	.	.
icdA.141	0	0	.	.	.
icdA.142	0	0	.	.	.
icdA.143	0	0	.	.	.
icdA.144	0	0	.	.	.
icdA.145	0	0	.	.	.
icdA.146	0	0	.	.	.
icdA.147	0	0	.	.	.
icdA.148	0	0	.	.	.
icdA.149	0	0	.	.	.
icdA.15	0	0	.	.	.
icdA.150	0	0	.	.	.
icdA.151	0	0	.	.	.
icdA.152	0	0	.	.	.
icdA.153	0	0	.	.	.
icdA.154	0	0	.	.	.
icdA.155	0	0	.	.	.
icdA.156	0	0	.	.	.
icdA.157	0	0	.	.	.
icdA.158	0	0	.	.	.
icdA.159	0	0	.	.	.
icdA.16	0	0	.	.	.
icdA.160	0	0	.	.	.
icdA.161	0	0	.	.	.
icdA.162	0	0	.	.	.
icdA.163	0	0	.	.	.
icdA.164	0	0	.	.	.
icdA.165	0	0	.	.	.
icdA.166	0	0	.	.	.
icdA.167	0	0	.	.	.
icdA.168	0	0	.	.	.
icdA.169	0	0	.	.	.
icdA.17	0	0	.	.	.
icdA.170	0	0	.	.	.
icdA.171	0	0	.	.	.
icdA.172	0	0	.	.	.
icdA.173	0	0	.	.	.
icdA.174	0	0	.	.	.
icdA.175	0	0	.	.	.
icdA.176	0	0	.	.	.
icdA.177	0	0	.	.	.
icdA.178	0	0	.	.	.
icdA.179	0	0	.	.	.
icdA.18	0	0	.	.	.
icdA.180	0	0	.	.	.
icdA.181	0	0	.	.	.
icdA.182	0	0	.	.	.
icdA.183	0	0	.	.	.
icdA.184	0	0	.	.	.
icdA.185	0	0	.	.	.
icdA.186	0	0	.	.	.
icdA.187	0	0	.	.	.
icdA.188	0	0	.	.	.
icdA.189	0	0	.	.	.
icdA.19	0	0	.	.	.
icdA.190	0	0	.	.	.
icdA.191	0	0	.	.	.
icdA.192	0	0	.	.	.
icdA.193	0	0	.	.	.
icdA.194	0	0	.	.	.
icdA.195	0	0	.	.	.
icdA.196	0	0	.	.	.
icdA.197	0	0	.	.	.
icdA.198	0	0	.	.	.
icdA.199	0	0	.	.	.
icdA.2	0	0	.	.	.
icdA.20	0	0	.	.	.
icdA.200	0	0	.	.	.
icdA.201	0	0	.	.	.
icdA.202	0	0	.	.	.
icdA.203	0	0	.	.	.
